scene,listener,system,HASPI
S09255,L0215,E019,"[0.48041896360542036, 0.7607605163401086]"
S09259,L0217,E019,"[0.15173472522878864, 0.007347776711971874]"
S09264,L0224,E019,"[0.09394283787101361, 0.09392549177929577]"
S09265,L0229,E019,"[0.973999595855644, 0.839442024219372]"
S09271,L0200,E019,"[0.4624336869321426, 0.057963751156490835]"
S09271,L0240,E019,"[0.999813117446985, 0.9997823035475412]"
S09274,L0224,E019,"[0.2149550254396294, 0.543664497155109]"
S09276,L0216,E019,"[0.35185348243712905, 0.4594355001202111]"
S09277,L0229,E019,"[0.9660229779338941, 0.8903805952399843]"
S09277,L0242,E019,"[0.004437984130594061, 0.09343810294421515]"
S09280,L0229,E019,"[0.6669797958782759, 0.5248418124725123]"
S09280,L0242,E019,"[0.007145038517287837, 0.11017891435249319]"
S09281,L0206,E019,"[0.8083657093622272, 0.004525297802165257]"
S09281,L0212,E019,"[0.40012051251679476, 0.17732752324946277]"
S09282,L0217,E019,"[0.5343113832474002, 0.004029699396658782]"
S09288,L0239,E019,"[0.6973771756598437, 0.09921231160890019]"
S09297,L0206,E019,"[0.8188663329537608, 0.008340385814749725]"
S09297,L0212,E019,"[0.26267124077738757, 0.07753518187070824]"
S09298,L0200,E019,"[0.16289219414614223, 0.6463328995991361]"
S09308,L0229,E019,"[0.4639188322885281, 0.9240047216505691]"
S09314,L0239,E019,"[0.36283356312109216, 0.0755894102219619]"
S09315,L0216,E019,"[0.6857458217204242, 0.7188105806912302]"
S09317,L0231,E019,"[0.4472540217024867, 0.6685547972326975]"
S09321,L0239,E019,"[0.23017914919447466, 0.027178721255209794]"
S09325,L0218,E019,"[0.8681666289464258, 0.9106081436965953]"
S09328,L0239,E019,"[0.6546846240524217, 0.20730391393545583]"
S09329,L0242,E019,"[0.045964978562512714, 0.5425164591003657]"
S09332,L0242,E019,"[0.025753305412216314, 0.29005807268938505]"
S09338,L0212,E019,"[0.45354672071587027, 0.43947488638004284]"
S09338,L0221,E019,"[0.361621727424281, 0.641692921125212]"
S09339,L0219,E019,"[0.012912627702144916, 0.5140604517392021]"
S09342,L0229,E019,"[0.6018818825099265, 0.5854055418499012]"
S09346,L0243,E019,"[0.6617749198418164, 0.7779496816912724]"
S09350,L0201,E019,"[0.548689450088739, 0.9938964947902913]"
S09351,L0201,E019,"[0.7006566452575509, 0.9699137447751756]"
S09352,L0201,E019,"[0.6192749304405659, 0.9734016661553884]"
S09363,L0212,E019,"[0.5565855236827736, 0.6199764525464074]"
S09363,L0221,E019,"[0.8670518977823106, 0.5448932184355085]"
S09365,L0229,E019,"[0.745400783236758, 0.8561347545325584]"
S09366,L0218,E019,"[0.8097681511962396, 0.7552517689789333]"
S09377,L0239,E019,"[0.5544186028420043, 0.08543389108543238]"
S09378,L0219,E019,"[0.046866638706481896, 0.8337958206530045]"
S09378,L0225,E019,"[0.9626507974607584, 0.9410054264932134]"
S09386,L0209,E019,"[0.7509642413195409, 0.7623933942608964]"
S09387,L0209,E019,"[0.6048627826185521, 0.5113453840616191]"
S09396,L0239,E019,"[0.019397856378206575, 0.009136343124467096]"
S09397,L0200,E019,"[0.9010226934579688, 0.638194797146204]"
S09406,L0236,E019,"[0.0038577065678767246, 0.1579737357462626]"
S09426,L0209,E019,"[0.40103265880301886, 0.47797925367463245]"
S09429,L0219,E019,"[0.005667436235486975, 0.7030464351659262]"
S09429,L0225,E019,"[0.888063794100454, 0.5328630736577843]"
S09436,L0218,E019,"[0.7920763835006734, 0.9334694680876199]"
S09436,L0221,E019,"[0.7392944204605334, 0.7558676545568885]"
S09446,L0236,E019,"[0.00964563971740311, 0.1370225365202843]"
S09450,L0209,E019,"[0.9200684584862242, 0.8397930243722009]"
S09451,L0239,E019,"[0.20603193144926815, 0.015854984988330746]"
S09455,L0236,E019,"[0.024339524600962007, 0.17204751721208206]"
S09459,L0243,E019,"[0.88358414614133, 0.8009742635264058]"
S09460,L0218,E019,"[0.9399207522109966, 0.9830389517843308]"
S09460,L0221,E019,"[0.6609412156537616, 0.7569094153806328]"
S09474,L0201,E019,"[0.7155413087149883, 0.8988770491028827]"
S09476,L0224,E019,"[0.13519749921265994, 0.05715340780263256]"
S09480,L0242,E019,"[0.010217902468492385, 0.1950522929860924]"
S09483,L0201,E019,"[0.5784835142644964, 0.63229395316181]"
S09485,L0231,E019,"[0.8850173260888318, 0.9950242234765362]"
S09500,L0224,E019,"[0.16790233768850088, 0.17072902172062865]"
S09502,L0201,E019,"[0.7401723015761328, 0.9089090705035157]"
S09509,L0209,E019,"[0.06489659520124169, 0.2504832982837256]"
S09510,L0236,E019,"[0.013188612753868472, 0.029098015704108166]"
S09515,L0239,E019,"[0.2876137028839648, 0.14694805671631597]"
S09519,L0243,E019,"[0.8275270823060601, 0.8876056913652375]"
S09520,L0219,E019,"[0.0802699928778593, 0.7989434090564635]"
S09520,L0225,E019,"[0.9999017040191929, 0.929162227564099]"
S09525,L0219,E019,"[0.02298281440649621, 0.85142423940775]"
S09529,L0224,E019,"[0.04898246199949017, 0.12265799390018205]"
S09540,L0243,E019,"[0.6798153979761682, 0.9165433607701179]"
S09542,L0216,E019,"[0.5280921578135884, 0.6073132597669221]"
S09543,L0206,E019,"[0.7822339786297686, 0.05769728374676767]"
S09543,L0212,E019,"[0.0758867124777428, 0.11223738013011372]"
S09546,L0215,E019,"[0.7012476567507745, 0.9066478454124743]"
S09553,L0225,E019,"[0.9877814805795707, 0.7894216423453231]"
S09553,L0231,E019,"[0.5085261043290344, 0.7911824163906603]"
S09554,L0217,E019,"[0.7748757011541064, 0.011220145605636415]"
S09564,L0222,E019,"[0.7238743030029066, 0.6634629091322702]"
S09569,L0212,E019,"[0.015225687954743295, 0.027807987463012517]"
S09569,L0221,E019,"[0.11153564222593988, 0.7107486711269524]"
S09571,L0200,E019,"[0.7716133321474458, 0.13259698474257378]"
S09571,L0240,E019,"[0.9998525917660442, 0.9998056432446851]"
S09573,L0206,E019,"[0.9902143313463337, 0.004589595029912335]"
S09574,L0209,E019,"[0.7946285006457512, 0.6780531731201909]"
S09577,L0217,E019,"[0.8209347902367438, 0.025661185871403636]"
S09579,L0201,E019,"[0.7925849567932193, 0.911427713361838]"
S09580,L0209,E019,"[0.4537105689056349, 0.5526435300489669]"
S09581,L0236,E019,"[0.02935679025511123, 0.4052478072542069]"
S09586,L0217,E019,"[0.6539503328295266, 0.006380363999717301]"
S09587,L0201,E019,"[0.8879751634907667, 0.8989843576749843]"
S09589,L0224,E019,"[0.8856890327099648, 0.5209071660324227]"
S09593,L0218,E019,"[0.783746232183162, 0.8699415768175134]"
S09593,L0221,E019,"[0.837427381000475, 0.6999241182811898]"
S09596,L0222,E019,"[0.28282438282100186, 0.5566980526669156]"
S09606,L0222,E019,"[0.7594472013677586, 0.9585936147224874]"
S09613,L0209,E019,"[0.09259172661315526, 0.4198760273910607]"
S09615,L0212,E019,"[0.029899292468443864, 0.035844266743860285]"
S09615,L0221,E019,"[0.9458176699107959, 0.9422833047351761]"
S09616,L0215,E019,"[0.5620038476294077, 0.9178786677741643]"
S09620,L0201,E019,"[0.7754636345461187, 0.9026440210699067]"
S09625,L0215,E019,"[0.6178665157959381, 0.9372123436217239]"
S09626,L0229,E019,"[0.7911345106176856, 0.9007172261700087]"
S09627,L0243,E019,"[0.7036257314093581, 0.5459986045796891]"
S09628,L0200,E019,"[0.24148270496487356, 0.6481843421508313]"
S09628,L0240,E019,"[0.9960724721633729, 0.9997638485305338]"
S09634,L0225,E019,"[0.9569039403281728, 0.44425815345334213]"
S09634,L0231,E019,"[0.5841740313515107, 0.7277316778621584]"
S09637,L0201,E019,"[0.6875614293110658, 0.9054659520791845]"
S09641,L0206,E019,"[0.9440647524604533, 0.005732942109135556]"
S09641,L0212,E019,"[0.6985007943709367, 0.6124965471919839]"
S09655,L0243,E019,"[0.6560085054606091, 0.9766564648032378]"
S09662,L0219,E019,"[0.005764646657370223, 0.7213472760802574]"
S09662,L0225,E019,"[0.947503189083697, 0.8786702622917383]"
S09666,L0239,E019,"[0.24464567513915061, 0.027035236426112785]"
S09669,L0209,E019,"[0.5144432609054208, 0.8059294789044592]"
S09673,L0231,E019,"[0.3435647267132033, 0.8711582791435291]"
S09676,L0206,E019,"[0.9532799483734538, 0.015624713111839071]"
S09677,L0227,E019,"[0.004662043253734984, 0.04917109959777939]"
S09678,L0217,E019,"[0.5582160649275346, 0.005042573795063748]"
S09681,L0206,E019,"[0.9876093260812882, 0.12572745075165997]"
S09681,L0212,E019,"[0.6387351889668278, 0.6254483774388635]"
S09684,L0212,E019,"[0.016327718462681575, 0.007640892962057476]"
S09684,L0221,E019,"[0.06463587351776792, 0.07361751473161865]"
S09689,L0217,E019,"[0.8180281301269109, 0.004301974612169063]"
S09704,L0215,E019,"[0.7650107526805172, 0.7581572391930406]"
S09714,L0240,E019,"[0.9950162681174526, 0.9991071576371235]"
S09715,L0243,E019,"[0.7089037827489034, 0.8319284921707493]"
S09716,L0206,E019,"[0.8786176893488441, 0.0051409886710311395]"
S09716,L0212,E019,"[0.7173834719095247, 0.7647697040026521]"
S09719,L0227,E019,"[0.004282552862907163, 0.010952569141986427]"
S09733,L0219,E019,"[0.13392796784519237, 0.5621021774721443]"
S09752,L0229,E019,"[0.9204526382588514, 0.9743482699674303]"
S09752,L0242,E019,"[0.0061489826776247435, 0.27346734901329595]"
S09753,L0229,E019,"[0.6073297230996645, 0.6578666543790298]"
S09754,L0227,E019,"[0.004018438486220427, 0.01856926311112861]"
S09759,L0206,E019,"[0.7607517270718982, 0.01948354828499449]"
S09765,L0206,E019,"[0.995340302026136, 0.006763730284834418]"
S09765,L0212,E019,"[0.32660657622291805, 0.10422247037352216]"
S09767,L0242,E019,"[0.009342316318207427, 0.07116519975461341]"
S09770,L0229,E019,"[0.9230452608008239, 0.6416558275770051]"
S09770,L0242,E019,"[0.023856076548327557, 0.0052854241026022075]"
S09776,L0215,E019,"[0.8388832478868467, 0.9029159423679277]"
S09777,L0216,E019,"[0.804926823559458, 0.8601142994917212]"
S09790,L0218,E019,"[0.8129574092838724, 0.8554864064326261]"
S09790,L0221,E019,"[0.3399702347707083, 0.5918904453248224]"
S09803,L0236,E019,"[0.08003542982915474, 0.09259659520003609]"
S09811,L0239,E019,"[0.4329353761918647, 0.36720815921912286]"
S09812,L0222,E019,"[0.48272061378066433, 0.6167062369683862]"
S09818,L0227,E019,"[0.007286213970083309, 0.03900619945434426]"
S09824,L0240,E019,"[0.9842863986035598, 0.9285946106830852]"
S09827,L0206,E019,"[0.9755124183106105, 0.004014664492398122]"
S09828,L0218,E019,"[0.9746257185355781, 0.969612100132621]"
S09828,L0221,E019,"[0.9844253716529966, 0.7468469545431922]"
S09830,L0236,E019,"[0.15577625794196664, 0.4596252971038101]"
S09831,L0218,E019,"[0.9628623561545258, 0.994324999587796]"
S09831,L0221,E019,"[0.8538367690300338, 0.9594258304862044]"
S09833,L0239,E019,"[0.5669848314202269, 0.12386078891202978]"
S09837,L0243,E019,"[0.9631483065717132, 0.8165885230650509]"
S09841,L0200,E019,"[0.11414703571381302, 0.18260476424129954]"
S09846,L0224,E019,"[0.07527156135765592, 0.08205417040896106]"
S09856,L0206,E019,"[0.7996842650440111, 0.2802945659173904]"
S09856,L0212,E019,"[0.19702795223476427, 0.3607019478207269]"
S09857,L0209,E019,"[0.7377939947208229, 0.8045375934321701]"
S09860,L0218,E019,"[0.7319904165982317, 0.7228265645317956]"
S09861,L0227,E019,"[0.0046239888496845205, 0.11203137647766649]"
S09865,L0218,E019,"[0.9099246518693638, 0.9917370406179817]"
S09866,L0216,E019,"[0.42698522696144214, 0.6663626913284924]"
S09870,L0239,E019,"[0.9148759194543857, 0.8342827111492083]"
S09877,L0227,E019,"[0.005561856780110189, 0.11739671017007512]"
S09884,L0218,E019,"[0.39652608274193274, 0.8882534647329705]"
S09892,L0218,E019,"[0.9663387351988637, 0.9983405981180934]"
S09893,L0225,E019,"[0.9935054346497456, 0.959751206393851]"
S09893,L0231,E019,"[0.9747240718946504, 0.9792200954270366]"
S09894,L0231,E019,"[0.798967286069861, 0.9147310935996066]"
S09899,L0212,E019,"[0.3041095809941579, 0.49980865498709437]"
S09899,L0221,E019,"[0.9332387854455249, 0.8210583062497381]"
S09900,L0200,E019,"[0.3262893449740099, 0.03816860014883554]"
S09903,L0240,E019,"[0.9763441670650684, 0.9682481225744853]"
S09908,L0219,E019,"[0.40245655635225003, 0.849386423824208]"
S09911,L0227,E019,"[0.004448982691734227, 0.12339705741125746]"
S09913,L0215,E019,"[0.8154019986510297, 0.6009907169672306]"
S09919,L0201,E019,"[0.9949621415382393, 0.9961225456817133]"
S09920,L0224,E019,"[0.7408260498886835, 0.5384691544621226]"
S09922,L0209,E019,"[0.21467147265144954, 0.31441205110492704]"
S09923,L0243,E019,"[0.6026996608529868, 0.5694887741156863]"
S09928,L0239,E019,"[0.08192363060495512, 0.04572821313294815]"
S09934,L0201,E019,"[0.3951186514057975, 0.992510878101036]"
S09945,L0219,E019,"[0.005054895325220508, 0.748167138520156]"
S09951,L0217,E019,"[0.7816826433437775, 0.004996896662610535]"
S09952,L0243,E019,"[0.6829045056732261, 0.7205668677296381]"
S09961,L0209,E019,"[0.5367109592916408, 0.5984169518328795]"
S09964,L0222,E019,"[0.9445897834909346, 0.9691527674855096]"
S09969,L0229,E019,"[0.9640885519990469, 0.7802938018556999]"
S09969,L0242,E019,"[0.0063989170238093005, 0.17330562412022993]"
S09971,L0243,E019,"[0.5185347296788883, 0.44548173431019894]"
S09972,L0200,E019,"[0.0469420539984468, 0.017149359028542373]"
S09977,L0218,E019,"[0.9289112814924313, 0.7909520350290393]"
S09977,L0221,E019,"[0.8789586626488883, 0.5886983846770175]"
S10000,L0227,E019,"[0.19366588450775846, 0.5151578790712428]"
S08508,L0229,E021,"[0.8353353728617583, 0.6800471722273136]"
S08508,L0242,E021,"[0.2621116160873295, 0.34535106044233854]"
S08510,L0243,E021,"[0.6972077973497486, 0.3578438010463763]"
S08512,L0240,E021,"[0.998748834045988, 0.9959575176303502]"
S08515,L0216,E021,"[0.6077133046515871, 0.3659424170799486]"
S08529,L0219,E021,"[0.014922209048330626, 0.7708760248118509]"
S08532,L0227,E021,"[0.004536912921472575, 0.015459016997266999]"
S08546,L0240,E021,"[0.8086142788268809, 0.7001116833155244]"
S08555,L0219,E021,"[0.009005185288318333, 0.8911338821187386]"
S08555,L0225,E021,"[0.9910829599976784, 0.9530968518955042]"
S08558,L0201,E021,"[0.9320236481006535, 0.9714461518523674]"
S08561,L0243,E021,"[0.6134369907080885, 0.7771572724384854]"
S08566,L0200,E021,"[0.5287960986362834, 0.4964311178390879]"
S08576,L0215,E021,"[0.3959125777373467, 0.9772610852672271]"
S08578,L0231,E021,"[0.8015401076598193, 0.9996463898046745]"
S08579,L0239,E021,"[0.4108518746522796, 0.540121815351798]"
S08582,L0206,E021,"[0.7064570854184367, 0.0041785888417456025]"
S08590,L0225,E021,"[0.888712265088753, 0.45423307709133004]"
S08590,L0231,E021,"[0.8636674109149955, 0.6583326191677286]"
S08594,L0222,E021,"[0.5135981887148817, 0.7970597697073207]"
S08600,L0201,E021,"[0.5648357523710311, 0.7833293841696702]"
S08606,L0216,E021,"[0.6697786186606747, 0.7567082955761135]"
S08614,L0200,E021,"[0.4607327963710879, 0.10209547261742002]"
S08616,L0243,E021,"[0.8009856898376122, 0.8707382482359676]"
S08625,L0224,E021,"[0.007128853372490281, 0.018938097722381236]"
S08627,L0239,E021,"[0.1785995828863593, 0.376003613915742]"
S08628,L0217,E021,"[0.5807495621678721, 0.0055614671016165716]"
S08637,L0209,E021,"[0.5117197778847726, 0.7727169427366637]"
S08644,L0239,E021,"[0.6028309516188814, 0.2028688128549907]"
S08651,L0206,E021,"[0.670483041131844, 0.0037530060477252475]"
S08651,L0212,E021,"[0.4084080487057116, 0.19281177425856408]"
S08652,L0239,E021,"[0.503802966432857, 0.03748279262355305]"
S08653,L0222,E021,"[0.4528991968924927, 0.787817303876273]"
S08658,L0243,E021,"[0.01596582263836072, 0.00688236022288315]"
S08660,L0222,E021,"[0.6301011618022859, 0.4640734431930659]"
S08682,L0229,E021,"[0.354163981550883, 0.4702298031078839]"
S08683,L0216,E021,"[0.9066684061450505, 0.8761803236397597]"
S08686,L0243,E021,"[0.5440535126642305, 0.42703814116850675]"
S08689,L0243,E021,"[0.8962676527559185, 0.9365920092420669]"
S08690,L0215,E021,"[0.544064801883202, 0.7315262920895731]"
S08702,L0212,E021,"[0.08120716713104235, 0.04936254747945673]"
S08702,L0221,E021,"[0.3307179718756823, 0.3075320319779313]"
S08703,L0215,E021,"[0.7198445732835522, 0.681602792286657]"
S08707,L0206,E021,"[0.7969488832724869, 0.007616940664870728]"
S08713,L0240,E021,"[0.9991946811286122, 0.9998178865868894]"
S08722,L0240,E021,"[0.9963729596278258, 0.9987978780665073]"
S08723,L0218,E021,"[0.5650662945100025, 0.9684937478706108]"
S08723,L0221,E021,"[0.3770611646399318, 0.8325307160923426]"
S08725,L0227,E021,"[0.005535047924436664, 0.010855014087151366]"
S08727,L0231,E021,"[0.4792587672265685, 0.5676868752997111]"
S08732,L0224,E021,"[0.03556139145690133, 0.011024793685751445]"
S08735,L0240,E021,"[0.9427136575017231, 0.9811932057753927]"
S08739,L0242,E021,"[0.03466496110025835, 0.2112236332864312]"
S08742,L0215,E021,"[0.6200534337531891, 0.8226550771674305]"
S08743,L0209,E021,"[0.7615859039688356, 0.3173407939745505]"
S08750,L0209,E021,"[0.5946544571809841, 0.9917833476899856]"
S08751,L0215,E021,"[0.9640769917391664, 0.9294553089131119]"
S08752,L0236,E021,"[0.021312069289156684, 0.004247528876161082]"
S08753,L0239,E021,"[0.05498033723000687, 0.01815121757182939]"
S08759,L0219,E021,"[0.017553838433043298, 0.6006337476236637]"
S08759,L0225,E021,"[0.6201809557036412, 0.766610378168968]"
S08765,L0218,E021,"[0.14725168935713334, 0.994578578141961]"
S08765,L0221,E021,"[0.05449348364243347, 0.7891752632683631]"
S08766,L0212,E021,"[0.21531100336362363, 0.12541467903550804]"
S08766,L0221,E021,"[0.660233632454021, 0.6242894917605054]"
S08767,L0218,E021,"[0.9261819805450208, 0.8272781535805961]"
S08771,L0216,E021,"[0.796737919689702, 0.6612731757396938]"
S08781,L0212,E021,"[0.014873566249530257, 0.010963114904086023]"
S08781,L0221,E021,"[0.19051633548972152, 0.27895756037596225]"
S08782,L0217,E021,"[0.5346896973030835, 0.005960872692193423]"
S08785,L0231,E021,"[0.8801579135181808, 0.7334506600253218]"
S08791,L0224,E021,"[0.2006887304954683, 0.33189940982259775]"
S08793,L0229,E021,"[0.6669004114980522, 0.6225360491324776]"
S08794,L0219,E021,"[0.1825201996225171, 0.8664302975274567]"
S08794,L0225,E021,"[0.9990252480842905, 0.8857009033237959]"
S08798,L0215,E021,"[0.8229631781240656, 0.8437157424373658]"
S08807,L0225,E021,"[0.540912795005132, 0.6247154428508931]"
S08807,L0231,E021,"[0.28436496130832967, 0.7725883770352887]"
S08809,L0231,E021,"[0.9031520346314773, 0.9579797957892328]"
S08815,L0216,E021,"[0.4019185298932069, 0.6358486507443213]"
S08816,L0206,E021,"[0.8511873234764535, 0.04061929709097388]"
S08816,L0212,E021,"[0.5992436001980532, 0.31834015304221797]"
S08818,L0215,E021,"[0.7719252563990068, 0.9220564626712507]"
S08836,L0227,E021,"[0.004898488539028574, 0.01119530478380401]"
S08843,L0206,E021,"[0.9229811641774385, 0.02596219984024371]"
S08844,L0239,E021,"[0.30410845281948234, 0.3228872752000943]"
S08853,L0239,E021,"[0.6031488931633309, 0.03935185623886558]"
S08854,L0225,E021,"[0.79582419720812, 0.4920617464910273]"
S08854,L0231,E021,"[0.28127468770658787, 0.48428667580417967]"
S08862,L0227,E021,"[0.00732602692249068, 0.010434353550600803]"
S08869,L0218,E021,"[0.9764177607891362, 0.9972360971060854]"
S08875,L0243,E021,"[0.5096031714484212, 0.30355950378406743]"
S08889,L0224,E021,"[0.12721941748329638, 0.5370002106220241]"
S08890,L0219,E021,"[0.04115570582764174, 0.81407782909942]"
S08890,L0225,E021,"[0.9157777775910351, 0.8432882862396235]"
S08895,L0242,E021,"[0.06542189577512067, 0.06472134975375592]"
S08897,L0200,E021,"[0.04379273103651592, 0.11305567997276651]"
S08897,L0240,E021,"[0.9824226066628535, 0.9912018011954622]"
S08899,L0200,E021,"[0.1990762191239736, 0.03322202236405551]"
